global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50
636.6011521859432	n/a	n/a	405261.0269644704	736.6285997178819	n/a	542621.6939223275	n/a	660.5219290797696	n/a	436289.2187952602	n/a	675.3212268078601	522.2208501673497	n/a	n/a	n/a	n/a	-0.0127326647	0.0341724813	-0.0084636381	0.0538703644	0.097367754	0.0620789463	0.0612546999	-0.0132906413	-0.0401833234	-0.0006185526	-0.0184909334	0.0105452872	-0.0116528954	-0.0302510294	-0.0010682298	0.0224282345	0.0008107177	-0.0260878955	0.0360570081	0.0046308163	-0.0029359433	0.035278001	-0.0402752227	0.0051799321	-0.0281850063	0.021161808	-0.0066668947	0.022140739	-0.0172232586	0.0208633479	0.0070073066	-0.033257022	0.0191199055	-0.0311029675	0.0538967904	-0.035180437	0.0141941119	-0.0612779957	0.0442708438	-0.1167336622	0.0081985358	0.0999969158	0.0999876632	0.099972243	0.0001632496491623	n/a	2.665044795161404e-08	n/a	0.0186047746661301	n/a	0.0003461376403774	n/a	-0.0427515247907379	n/a	n/a	0.001827692871933	-0.0013058020811515	n/a	n/a	1.7051190751395887e-06	-0.0015086735604323	n/a	n/a	2.276095911947473e-06	0.0002640151971241	n/a	6.970402431247738e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
636.0017159340401	-0.5994362519030574	0.3593238200955856	404498.1826710435	726.8800211588542	-9.748578559027692	528354.5651598964	95.03478392153444	660.9410240313758	0.4190949516062119	436843.03724764375	0.1756405784618131	673.0239313603877	512.4791048123813	0.848904	28.213938	0.2536855037294344	0.1487321351811748	0.0042526615	0.0365616336	0.0058873601	0.0285042564	0.0673679139	-0.0301966977	0.0036336915	0.0307152424	-0.0055190656	-0.0098587399	0.004449872	-0.0284219271	-0.012927797	0.0058254981	0.0213788658	0.0226102637	-0.0442453238	-0.022746806	0.0331894079	-0.0119413789	0.0208919157	0.0097532718	0.0192301514	-0.0205698233	0.0209751113	-0.0272799797	-0.0130063131	0.0156160833	-0.0132994741	-0.0200792494	0.0318504911	-0.0277425837	-0.0373117107	-0.0032770689	-0.0123389429	-0.0167966504	0.0194444004	0.078435684	0.0305381488	-0.0071581909	0.0178458123	0.099972243	0.0998889875	0.0997502796	0.010370782312421	0.0102075326632587	0.0001075531257716	0.0001041937230714	0.0694301295161636	0.0508253548500335	0.0048205428846312	0.0025832166956318	0.0846197839589493	0.1273713087496872	0.0162234502926081	0.0071605078372592	-0.0019897683739875	-0.000683966292836	4.67809889735821e-07	3.95917818212086e-06	-0.0010619424805677	0.0004467310798646	1.995686577169917e-07	1.12772183203428e-06	0.0004389439737526	0.0001749287766284	1.926718120937232e-07	3.060007689274364e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
635.7001480209975	-0.3015679130426179	0.0909432061768799	404114.6781939181	714.240703125	-12.639318033854238	510139.7820004944	159.75236036091297	660.5630138841875	-0.3780101471883199	436343.4953117613	0.1428916713773353	672.6966324081192	510.0543815805717	0.814355	27.065674	0.394936004460103	0.2372004098325311	-0.0027053798	0.0192301479	-0.0635448885	0.0024673717	0.0156466589	0.0369950665	-0.0047090908	-0.0103393927	-0.0270875138	-0.003481709	0.0005270699	0.0021826482	-0.0050595137	-0.0012458029	0.0014841728	-0.0271317202	0.0108539105	-0.0208670875	0.0525075869	0.0314311009	-0.0148655899	0.0319928316	0.005887168	-0.0196620244	-0.0127419897	-0.0059392061	-0.0206673327	0.0236852979	-0.0270869762	0.0306574166	-0.0227001459	-0.0377848007	0.0235978324	-0.0372559802	0.0444266466	-0.0186162517	-0.0076339659	0.0051192988	0.0067857588	-0.0729715254	-0.0495794293	0.0999229036	0.0996917334	0.0993068457	0.0253080929212927	0.0149373106088716	0.0006404995673127	0.0002231232482259	0.0450904937166996	-0.024339635799464	0.0020331526236157	0.0005924178708505	-0.0974980015234407	-0.18211778548239	0.0331668877890098	0.0095058603010648	0.0001809983138167	0.0021707666878042	4.712228012880417e-06	3.2760389604488615e-08	5.060815750246306e-06	0.0010670032963179	1.138496034353363e-06	2.561185605794108e-11	0.000671999441018	0.0002330554672653	4.515832487285044e-07	5.431485082229391e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
634.8171505393865	-0.882997481611028	0.7796845525314177	402992.8146189461	719.4047205946181	5.164017469618102	517543.1520138205	26.667076426520943	660.0453010044215	-0.5177128797660089	435659.7993780174	0.268026625875614	671.2239404577356	511.3924459200165	0.693638	23.053556	0.3020671004441765	0.1865528063413035	0.0032572211	0.0358173636	-0.0069981011	0.0332113212	0.0306892797	-0.0038337836	0.0042393285	0.0477561467	-0.0062596016	0.0012025819	0.008755373	-0.0038283752	0.0011941028	0.0118873762	0.0059095908	-0.016918001	-0.0126063576	-0.0218543832	0.0341925383	-0.0018122224	0.0064795152	0.0243139959	-0.0088597271	-0.0006398939	0.0043461085	-0.0135794087	-0.0150508775	0.0328881319	-0.0154611	-0.0137592919	0.0093398768	-0.0090260655	0.0034833816	-0.0219624792	0.0013925493	-0.0170787827	0.00813103	0.0124167171	-0.00739708	-0.0145490587	-0.0162182171	0.0998489097	0.0993960955	0.0986429257	8.418042980906648e-05	-0.0252239124914836	7.0863447628391695e-09	0.000636245761378	0.0382763349260955	-0.006814158790604	0.0014650778153746	4.643276002356709e-05	0.0404320726627958	0.1379300741862364	0.0190247053650207	0.0016347524998095	-0.0016999672606467	-0.0018809655744633	3.538031492316428e-06	2.889888687270645e-06	-0.0003081911995486	-0.0003132520152988	9.812682508878864e-08	9.498181547920501e-08	0.0002242379312632	-0.0004477615097548	5.028264981719961e-08	2.0049036961789786e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
633.599828543436	-1.2173219959504422	1.4818728418247684	401448.74273027154	712.5367461480034	-6.867974446614653	507708.6146111843	47.16907299935185	660.3093907174889	0.264089713067392	436008.4914697014	0.0697433765480174	671.2746652151559	510.163574010433	0.667668	22.190435	0.1564035881372925	0.0862001691284176	0.0031100469	0.0341860126	-0.034623851	0.0426740293	0.0160725108	0.0225056293	-0.0325214567	-0.0340255815	-0.036017468	-0.0036725579	0.004911295	-0.0123201175	-0.0024600645	0.0018583328	0.0129861413	-0.0051786631	-0.0075372854	-0.0223650824	0.0437394331	0.0127188656	0.0064966038	0.0425628644	0.012628008	-0.0131253638	-0.0028002474	0.0018881097	-0.0214385787	0.0073722067	-0.0273332499	0.0183714192	-0.0288158252	-0.0010489165	0.0143857303	-0.0296972694	0.0149522625	-0.0098541399	-0.0348651161	-0.0024192714	-0.008585302	-0.0245722518	0.0141231329	0.0997502796	0.0990023658	0.0977599938	-0.0172840103011395	-0.0173681907309485	0.0002987370120898	0.0003016540492666	0.0556451652926455	0.01736883036655	0.0030963844204458	0.0003016762683019	0.0233216962057269	-0.0171103764570688	0.0002927649825026	0.0005439015139122	-0.0002890002114145	0.0014109670492321	1.990828014019021e-06	8.352112219762568e-08	-0.0007639996326738	-0.0004558084331251	2.077613277080499e-07	5.836954387257013e-07	-1.103980339023305e-07	-0.0002243483292971	1.2187725889500107e-14	5.0332172858401075e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
633.9153115930498	0.3154830496137037	0.0995295545935626	401848.6222721133	711.337475382487	-1.1992707655164168	506001.0038835303	1.4382503690223325	660.631738580809	0.3223478633201466	436434.2940203024	0.1039081449870639	670.7958959680457	503.2548886631619	0.68357	22.718941	0.1722575751013907	0.1047298346373849	0.0181364317	0.0317802698	-0.0280169075	-0.0322072768	0.001465309	-0.0026465266	-0.0183616823	-0.0183143822	0.0312174877	-0.0062229763	0.0018203375	0.0131298038	-0.0038478086	0.0039615825	-0.0022787903	-0.0203743788	-0.0385701404	-0.0194680829	0.0275002303	-0.0096621599	0.0196891865	0.0214701551	-0.0189262862	-0.0157453384	-0.001354663	-0.0209677762	-0.0215934977	0.023791688	-0.0201143555	-0.0156283139	0.0037588833	-0.0258358992	0.0132587484	-0.0159573435	0.0273875311	0.0032903271	0.0007375362	0.0235939093	-0.0095060837	-0.0068708134	-0.0199216791	0.0996270376	0.0985109326	0.0966600102	-0.0061045080780957	0.0111795022230438	3.726501887553565e-05	0.000124981269955	0.0545569986772846	-0.0010881666153609	0.0029764661046732	1.1841065827860027e-06	0.1117616179959739	0.088439921790247	0.007821619766265	0.0124906592570779	-0.0008319942580955	-0.000542994046681	2.94842534731008e-07	6.922144455038815e-07	-6.307777590142116e-05	0.0007009218567723	4.912914493012391e-07	3.9788058126699095e-09	0.0001869733879675	0.0001870837860014	3.4959047808045285e-08	3.5000342984618506e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
633.7866671855355	-0.1286444075142299	0.0165493835846872	401685.5395021488	718.5382956610786	7.20082027859155	516297.2823315276	51.851812684575286	660.6997155031544	0.0679769223453377	436524.1140659492	0.004620861971544	671.7608380389142	510.9869639775161	0.739519	24.578426	0.1715931980217716	0.1151995383535709	-0.0016676216	0.0311705503	-0.0381057177	0.0929266941	0.0300896764	0.0262253348	-0.0350715816	0.0310711312	-0.0286036984	-0.0083268432	0.0037645628	-0.0083650693	-0.0083545944	0.0028092889	0.0157862385	-0.0005305537	0.0023281176	-0.0265447817	0.0390918798	0.0149432562	0.0043461477	0.0348948264	0.0018616688	-0.0070531543	-0.0066440777	-0.0055390051	-0.0179637447	0.0180724597	-0.0153722957	0.0199213165	-0.0312293417	0.0021900018	0.0255238527	-0.0209463028	0.0117448788	-0.0172265003	-0.0148253382	-0.0080159891	-0.0113542326	-0.0497458651	0.0102542672	0.0994792142	0.0979222811	0.0953454172	-0.0099137727056159	-0.0038092646275202	9.82828892586148e-05	1.4510497002476612e-05	0.0361168975211541	-0.0184401011561304	0.0013044302865535	0.0003400373306483	0.0010007991334575	-0.1107608188625163	0.0122679589950951	1.0015989055292827e-06	-0.0009120003735111	-8.000611541560002e-05	6.40097850389431e-09	8.31744681284386e-07	-0.0005669999880548	-0.0005039222121533	2.5393759590155494e-07	3.214889864541433e-07	-7.585519756127409e-07	-0.0001877319399431	5.754010997059922e-13	3.5243281274804494e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
632.9596608428833	-0.8270063426522256	0.6839394907870104	400637.9322543378	712.5319352213542	-6.006360439724404	507701.758710288	36.07636573188633	660.4373335575034	-0.2623819456509864	436177.471556545	0.0688442854035971	671.250845285086	510.5503230796782	0.754379	25.072334	0.1328444173256604	0.1012754638123532	0.0046250874	0.0334998645	-0.0089350061	0.012392509	0.011262216	-0.0005720443	-0.0117918329	0.0126515212	0.0264703691	-0.0066287335	0.0076599072	0.0026708352	-0.0071321498	0.0092326451	0.0133697473	-0.0143516669	-0.0102257392	-0.021038585	0.0305529029	-0.0056782867	0.0170786334	0.0308657742	-0.0049807851	-0.0194285018	0.0019910535	-0.0014331842	-0.0268167924	0.0138509028	-0.0277302719	0.0083652631	-0.0235626958	0.0253489414	-0.0075192655	0.0124958757	-0.002158133	0.0052519664	-0.0010771236	-0.008712018	-0.00710116	0.0014392983	0.0575753744	0.0993068457	0.097236992	0.0938191336	-0.0083195806372486	0.0015941920683673	6.921542197968181e-05	2.541448350845213e-06	0.0455932891358799	0.0094763916147257	0.0020787480142279	8.980199803564544e-05	0.1012987545167192	0.1002979553832617	0.0100596798540627	0.0102614376666385	-0.0008449430225141	6.705735099700005e-05	4.4966883227348635e-09	7.139287112952629e-07	-0.0004556058148408	0.0001113941732139	1.2408661826030626e-08	2.0757665851674935e-07	0.0002503074889995	0.0002510660409751	6.265383904923482e-08	6.303415693091698e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
632.3869293689006	-0.5727314739826852	0.3280213412903792	399913.2284366269	710.3499214002821	-2.182013821072019	504597.01083338703	4.761184315349312	660.2682603707343	-0.1690731867690829	435954.1756529958	0.0285857424842531	671.2213764324055	508.2290576311574	0.682807	22.69359	0.1292699215055418	0.0879245447734412	0.0007857656	0.0304563851	-0.0371033264	0.0134971173	0.000862666	0.02239123	-0.0271993152	-0.0405585612	-0.0171220958	-0.001767597	0.0083763157	-0.0029936191	-0.0018129984	0.007907577	0.010536959	-0.0281701431	-0.0025334469	-0.027040776	0.0409461356	0.0122509832	0.0053151488	0.0328839184	-0.0038670982	-0.0087066974	-0.0112599763	-0.0097047636	-0.016645426	0.030444442	-0.0151154243	0.0226609622	-0.0268920432	-0.000657481	0.0284847481	-0.0152565378	0.018736744	-0.0126778368	-0.0296066307	-0.0107512822	-0.0177338094	-0.0493360366	-0.0458635523	0.0991099747	0.0964557418	0.092084548	0.0003059160420235	0.0086254966792721	9.358462476732382e-08	7.439919296413403e-05	0.041007396976795	-0.0045858921590848	0.0016816066068124	2.103040689475636e-05	0.0144440251960844	-0.0868547293206348	0.0075437440053607	0.0002086298638651	-0.0010019743429593	-0.0001570313204451	2.465883560076308e-08	1.0039525839487208e-06	-0.0001421824317255	0.0003134233831153	9.823421708344013e-08	2.0215843891376472e-08	0.00036392885237	0.0001136213633705	1.3244420958734525e-07	1.2909814214171208e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
632.2176973607262	-0.1692320081743901	0.0286394725907368	399699.2168560988	714.6097623697916	4.259840969509469	510667.1124742101	18.14624508551137	659.4490431335075	-0.8192172372267805	434873.0404896987	0.6711168817694791	670.4886405403678	504.6346775490037	0.716429	23.811037	0.1333778843526143	0.1048905012128525	0.0074404054	0.0406505122	-0.0209433712	0.0519015129	0.0038595085	-0.0031826814	-0.0287391276	0.0280346563	-0.0101166964	0.004073364	0.0035376643	-0.0324942134	0.002538259	0.0020460832	0.0243526069	-0.0054800473	-0.0163789826	-0.0217768073	0.0324890891	-0.0070989417	0.0212917777	0.0132965735	0.0001353806	-0.0187890946	0.0051796596	-0.0158567088	-0.021503521	0.0226295572	-0.0099981253	-0.0047181244	-0.0243489381	0.007777778	0.0029828459	0.0015493601	0.0244928624	0.0036917795	0.0224824083	0.0343603368	-0.0171078363	0.0104215761	0.0155108038	0.0988886499	0.0955793015	0.0901455117	0.0022531714373457	0.0019472553953222	5.076781526070488e-06	3.7918035746114175e-06	0.0376136626677379	-0.0033937343090571	0.0014147876192823	1.1517432560471284e-05	0.1193241372341944	0.10488011203811	0.0109998379011265	0.0142382497266848	-0.0008449214296773	0.0001570529132819	2.4665617570363384e-08	7.138922223279326e-07	-0.000440150112966	-0.0002979676812405	8.878473906384021e-08	1.9373212194398258e-07	0.00035581379469	-8.11505767999999e-06	1.266034564916975e-07	6.585416114972683e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
